shared_buffers,work_mem,random_page_cost,effective_io_concurrency,max_wal_size,max_parallel_workers_per_gather,max_parallel_workers,max_worker_processes,checkpoint_timeout,checkpoint_completion_target,effective_cache_size,temp_buffers,wal_buffers,bgwriter_lru_maxpages,bgwriter_delay,default_statistics_target,deadlock_timeout,cost,time,status,seed
5120,6990,1.1,1,8,2,4,4,5,0.9,2016383,1024,8192,100,200,100,1000,-130.817029393237,0.1,SUCCESS,1
7168,17408,0.1,400,8,8,8,10,10,0.9,524288,1536,2560,100,500,95,1000,-204.81360703648423,0.1,SUCCESS,1
2048,14336,2.0,1,32,8,8,4,10,0.9,2016383,4608,512,100,150,85,500,-281.59480186426555,0.1,SUCCESS,1
7680,12288,1.1,400,32,1,4,10,5,0.9,2016383,512,9728,1000,150,75,6000,-86.2632847465446,0.1,SUCCESS,1
2048,46080,6.0,1,4,16,4,10,10,0.9,8388608,8704,1536,1000,250,95,500,-200.2379312040328,0.1,SUCCESS,1
2048,14336,2.0,1,32,8,8,4,10,0.9,2016383,2560,1536,100,150,85,500,-280.0069090254884,0.1,SUCCESS,1
4608,14336,0.5,200,4,1,8,10,10,0.9,524288,1024,512,50,150,115,500,-153.91158529027678,0.1,SUCCESS,1
7680,19456,8.0,100,4,16,4,10,5,0.9,2016383,4608,6656,1000,200,95,1000,-125.26659810992776,0.1,SUCCESS,1
3072,21504,0.5,200,4,1,8,4,10,0.9,2016383,1024,512,50,150,100,500,-200.54749582900465,0.1,SUCCESS,1
7680,19456,8.0,100,8,16,4,4,10,0.9,1572864,512,1536,1500,200,95,3000,-158.43653104763672,0.1,SUCCESS,1
2048,14336,2.0,1,32,8,8,4,10,0.9,2016383,2560,512,100,300,85,500,-140.44161743907094,0.1,SUCCESS,1
6656,14336,4.5,400,4,16,8,4,10,0.9,6291456,2560,2560,100,500,125,1000,-206.03653455913124,0.1,SUCCESS,1
7168,17408,7.0,300,4,16,4,10,10,0.9,524288,1536,10752,1500,150,75,1000,-240.7883170231354,0.1,SUCCESS,1
7680,25600,7.5,400,24,16,8,4,10,0.9,524288,6656,8192,1500,150,75,1000,-196.0832592792224,0.1,SUCCESS,1
7680,25600,7.0,400,24,16,8,10,10,0.9,524288,6656,8192,1500,150,75,1000,-135.06162690362328,0.1,SUCCESS,1
5120,11264,2.5,300,8,1,4,4,10,0.9,3145728,2560,5632,100,200,125,3000,-212.25976945792817,0.1,SUCCESS,1
5120,14336,0.1,400,20,8,8,10,10,0.9,524288,1536,2560,100,150,75,1000,-189.98018297466783,0.1,SUCCESS,1
7680,25600,7.0,400,24,16,8,4,10,0.9,1048576,6656,8192,1500,150,75,1000,-166.09492097112425,0.1,SUCCESS,1
2048,21504,2.0,200,32,8,8,4,10,0.9,2016383,2560,512,50,150,85,1000,-159.19489340097678,0.1,SUCCESS,1
7680,25600,7.0,400,24,16,8,10,10,0.9,1048576,6656,8192,1000,150,75,1000,-186.65413600839813,0.1,SUCCESS,1
2048,14336,2.0,1,32,8,8,4,10,0.9,2016383,3584,512,100,150,85,500,-239.1849034813173,0.1,SUCCESS,1
2048,14336,2.0,100,32,8,8,4,10,0.9,2016383,2560,512,100,150,85,500,-111.0599041506865,0.1,SUCCESS,1
7168,17408,2.5,200,8,16,8,10,10,0.9,6291456,512,512,50,200,115,1000,-178.33295875880927,0.1,SUCCESS,1
3072,4096,6.5,400,16,2,4,10,5,0.9,2016383,1536,14848,100,150,125,1000,-232.99687729403848,0.1,SUCCESS,1
7680,17408,2.5,1,8,16,8,10,10,0.9,6291456,512,1536,50,300,100,1000,-165.71655941849994,0.1,SUCCESS,1
1536,14336,2.0,1,32,8,8,4,10,0.9,2016383,2560,512,100,150,85,500,-124.9916889979812,0.1,SUCCESS,1
6656,19456,8.0,300,4,16,4,4,10,0.9,2016383,8704,6656,1000,200,95,1000,-184.4344902095592,0.1,SUCCESS,1
4608,6990,1.1,200,4,2,4,4,5,0.9,2016383,1024,8192,100,200,85,1000,-180.50418692173216,0.1,SUCCESS,1
4096,8192,0.1,400,20,4,4,4,5,0.9,2016383,2560,1536,500,500,95,1000,-56.49999170580122,0.1,SUCCESS,1
7168,17408,2.5,200,20,8,8,10,10,0.9,6291456,512,512,50,300,115,1000,-108.20166239396336,0.1,SUCCESS,1
2048,21504,2.0,200,32,16,8,4,10,0.9,2016383,2560,512,100,150,95,500,-192.2762292753303,0.1,SUCCESS,1
4096,7168,6.5,200,8,4,8,4,5,0.9,3145728,12800,8704,50,200,100,1000,-153.63495987566964,0.1,SUCCESS,1
7680,25600,7.0,400,24,16,8,10,10,0.9,1572864,6656,8192,1500,150,75,1000,-161.03978080016557,0.1,SUCCESS,1
7168,17408,2.5,200,8,16,8,10,10,0.9,6291456,512,512,50,500,115,1000,-207.42162080090645,0.1,SUCCESS,1
2048,17408,2.0,200,32,8,8,4,10,0.9,2016383,1536,512,100,150,85,500,-292.9552778235107,0.1,SUCCESS,1
3072,6144,1.5,1,64,4,8,10,10,0.9,6291456,5632,4608,1000,250,125,3000,-108.30148295323662,0.1,SUCCESS,1
7168,17408,2.5,200,20,16,8,10,10,0.9,6291456,512,512,100,500,115,1000,-126.13831938222498,0.1,SUCCESS,1
4096,7168,0.5,400,16,4,8,4,5,0.9,1048576,1536,4608,100,500,115,1000,-133.8949934195074,0.1,SUCCESS,1
6144,17408,0.1,400,20,8,8,10,10,0.9,524288,2560,2560,100,500,95,1000,-131.14488454856806,0.1,SUCCESS,1
4096,14336,5.0,1,8,1,8,4,5,0.9,2016383,3584,7680,50,150,115,500,-128.83495396963292,0.1,SUCCESS,1
7680,17408,2.5,200,20,16,8,10,10,0.9,6291456,512,512,50,300,115,1000,-201.9548528220351,0.1,SUCCESS,1
1792,14336,1.1,300,32,1,8,10,10,0.9,2016383,1536,512,2000,500,100,500,-147.16305888280283,0.1,SUCCESS,1
2048,14336,2.0,1,32,8,8,4,10,0.9,2016383,2560,512,500,150,85,500,-72.09994037407031,0.1,SUCCESS,1
2048,14336,2.0,1,32,8,8,4,10,0.9,2016383,2560,512,50,150,85,500,-139.33115449855737,0.1,SUCCESS,1
4096,8192,1.1,200,8,2,4,4,5,0.9,2016383,1024,8192,100,200,100,500,-230.2196188178837,0.1,SUCCESS,1
2048,21504,2.0,100,32,8,8,4,10,0.9,1048576,2560,512,100,150,85,500,-192.0085245147673,0.1,SUCCESS,1
2048,30720,1.0,1,64,1,4,4,10,0.9,1572864,1024,2560,100,200,95,1000,-141.46830393339042,0.1,SUCCESS,1
1536,4096,7.5,1,4,16,8,4,5,0.9,2016383,4608,2560,50,500,100,6000,-129.44496723424265,0.1,SUCCESS,1
7168,14336,5.5,1,20,4,8,10,10,0.9,8388608,2560,13824,2000,200,100,6000,-285.4693509545933,0.1,SUCCESS,1
2048,14336,2.0,1,20,8,8,4,10,0.9,2016383,2560,512,100,150,85,500,-108.94679380568851,0.1,SUCCESS,1
8192,10240,8.0,200,4,16,4,4,10,0.9,524288,14848,5632,50,250,95,6000,-0.0,0.1,SUCCESS,1
4096,21504,2.0,200,32,8,8,4,10,0.9,2016383,2560,512,100,150,85,500,-280.8132086939226,0.1,SUCCESS,1
2048,14336,2.0,1,32,4,8,4,10,0.9,2016383,2560,512,100,150,85,500,-187.56079841292225,0.1,SUCCESS,1
2048,46080,5.0,200,32,16,8,10,5,0.9,2016383,6656,4608,50,300,95,500,-136.34112408065585,0.1,SUCCESS,1
7680,25600,7.5,400,24,16,4,10,10,0.9,524288,6656,8192,1500,150,75,1000,-205.5598116736377,0.1,SUCCESS,1
2048,14336,2.0,1,32,8,8,4,10,0.9,2016383,2560,512,100,150,95,500,-188.06154533040964,0.1,SUCCESS,1
7168,17408,2.5,200,8,16,8,10,10,0.9,6291456,512,512,50,300,115,1000,-128.65325522150945,0.1,SUCCESS,1
3072,46080,2.5,300,4,1,8,10,10,0.9,4194304,14848,8704,50,250,125,6000,-216.748091597438,0.1,SUCCESS,1
7168,10240,8.0,300,8,16,4,4,10,0.9,1048576,1536,4608,50,300,95,3000,-277.8103566358268,0.1,SUCCESS,1
7680,12288,7.0,300,16,16,4,10,10,0.9,2016383,4608,3584,100,150,85,500,-280.1764122973037,0.1,SUCCESS,1
3584,11264,0.1,400,20,4,8,10,5,0.9,6291456,512,9728,50,200,95,500,-85.77550020141994,0.1,SUCCESS,1
7680,17408,2.5,200,8,16,8,10,10,0.9,6291456,4608,512,50,300,115,1000,-253.75869679614232,0.1,SUCCESS,1
7680,17408,3.0,200,8,16,8,10,10,0.9,6291456,512,512,50,300,115,1000,-258.73143803431924,0.1,SUCCESS,1
7680,17408,7.0,300,4,16,8,10,10,0.9,524288,1536,10752,1500,150,75,1000,-213.3062295018823,0.1,SUCCESS,1
7680,19456,8.0,1,4,16,4,4,10,0.9,2016383,4608,6656,1000,200,115,1000,-168.08317287693444,0.1,SUCCESS,1
7680,19456,8.0,300,4,4,4,4,10,0.9,2016383,4608,6656,1000,200,95,1000,-270.2080361782855,0.1,SUCCESS,1
7680,8192,2.5,200,4,2,4,4,5,0.9,2016383,3584,8704,1000,250,125,1000,-282.4259274120551,0.1,SUCCESS,1
5632,11264,8.0,200,16,1,4,10,5,0.9,3145728,13824,11776,50,300,95,500,-178.22990799950378,0.1,SUCCESS,1
4608,14336,1.0,200,4,8,8,10,10,0.9,1048576,1536,512,50,500,115,500,-204.66570751112792,0.1,SUCCESS,1
4096,6990,2.5,200,8,1,4,4,5,0.9,524288,512,13824,100,500,95,6000,-168.0049613795378,0.1,SUCCESS,1
2048,14336,2.0,1,32,8,8,4,10,0.9,3145728,2560,512,100,150,85,500,-276.46318223606727,0.1,SUCCESS,1
2048,14336,2.0,1,32,8,8,4,10,0.9,1572864,2560,512,100,150,85,500,-114.16142454654182,0.1,SUCCESS,1
7680,14336,1.5,1,32,1,8,4,10,0.9,1572864,10752,14848,100,200,85,500,-0.0,0.1,SUCCESS,1
7680,15360,3.0,200,4,16,4,4,5,0.9,2016383,13824,7680,50,150,115,1000,-279.5199151177215,0.1,SUCCESS,1
2048,21504,1.5,1,32,1,8,4,10,0.9,2016383,2560,512,100,150,85,500,-222.44927932427635,0.1,SUCCESS,1
4608,40960,3.5,300,32,4,8,4,10,0.9,1572864,9728,12800,1000,150,100,8000,-150.3613283806855,0.1,SUCCESS,1
2048,21504,2.0,200,32,8,8,4,10,0.9,4194304,2560,512,100,150,85,500,-227.0297675271938,0.1,SUCCESS,1
1792,6990,2.5,400,8,2,4,4,10,0.9,3145728,1536,1536,50,500,95,1000,-320.3760339081359,0.1,SUCCESS,1
4096,6144,3.5,300,4,16,8,10,5,0.9,6291456,1024,14848,50,200,125,8000,-84.73662992302796,0.1,SUCCESS,1
3584,4096,1.1,200,8,2,4,4,5,0.9,3145728,4608,7680,2000,200,115,1000,-243.08007337068315,0.1,SUCCESS,1
7680,13312,2.0,1,32,8,4,10,10,0.9,2016383,9728,5632,50,500,95,500,-290.1516011514023,0.1,SUCCESS,1
6144,17408,2.5,200,8,16,4,4,10,0.9,2016383,1024,512,100,300,115,6000,-357.88957968314446,0.1,SUCCESS,1
2560,13312,2.0,200,8,2,4,10,10,0.9,6291456,1024,512,50,300,125,6000,-314.9615426274621,0.1,SUCCESS,1
7168,9216,1.5,200,20,16,4,4,10,0.9,3145728,1536,512,500,300,115,6000,-186.3112135353888,0.1,SUCCESS,1
2048,13312,2.0,1,32,8,8,4,10,0.9,2016383,2560,512,100,150,85,500,-276.3416031716565,0.1,SUCCESS,1
6144,19456,2.5,200,16,16,4,10,10,0.9,2016383,1024,512,50,300,115,3000,-343.67830616269924,0.1,SUCCESS,1
6144,17408,2.5,200,8,16,4,4,10,0.9,2016383,512,512,100,300,125,6000,-240.35277300607328,0.1,SUCCESS,1
1536,17408,2.5,200,20,16,4,4,10,0.9,3145728,1024,512,50,500,115,6000,-152.51161137180264,0.1,SUCCESS,1
7168,10240,5.0,400,16,4,8,4,10,0.9,4194304,6656,3584,2000,250,75,1000,-295.87969473105625,0.1,SUCCESS,1
3584,13312,1.5,300,24,4,4,10,10,0.9,2016383,1024,15872,50,300,100,500,-277.8298561207155,0.1,SUCCESS,1
4608,19456,1.1,300,64,8,4,4,5,0.9,2016383,5632,1536,50,300,85,500,-203.6126325786743,0.1,SUCCESS,1
7168,23552,1.5,400,16,4,4,10,5,0.9,1048576,12800,15872,50,250,75,1000,-148.41096369672414,0.1,SUCCESS,1
8192,25600,4.5,300,16,2,4,10,10,0.9,1572864,1024,3584,50,300,95,500,-0.0,0.1,SUCCESS,1
1792,29696,1.0,400,8,8,4,4,10,0.9,2016383,1024,3584,50,300,75,6000,-335.74308445258055,0.1,SUCCESS,1
1792,6990,1.1,100,16,2,4,10,5,0.9,2016383,2560,512,50,500,95,1000,-179.69496965970234,0.1,SUCCESS,1
1280,23552,6.5,300,4,2,4,4,10,0.9,1048576,1024,6656,100,300,85,6000,-156.94181936730516,0.1,SUCCESS,1
1280,30720,4.5,1,32,8,8,10,10,0.9,1572864,1024,10752,1000,250,75,6000,-140.7970445282403,0.1,SUCCESS,1
6656,17408,2.5,200,8,16,4,4,10,0.9,2016383,1024,512,100,300,85,6000,-331.05190518809087,0.1,SUCCESS,1
6144,10240,3.5,100,8,16,4,4,10,0.9,2016383,7680,512,500,250,115,3000,-111.63060938055504,0.1,SUCCESS,1
5120,51200,1.5,100,64,16,4,4,5,0.9,3145728,15872,13824,2000,500,75,1000,-250.2132068348586,0.1,SUCCESS,1
7680,30720,5.5,1,4,2,8,10,5,0.9,8388608,1536,14848,1000,300,125,6000,-0.0,0.1,SUCCESS,1
2560,29696,4.5,200,16,16,4,10,10,0.9,2016383,1024,512,100,300,115,500,-175.73062217222693,0.1,SUCCESS,1
4096,12288,1.0,1,4,8,8,4,5,0.9,2016383,1024,512,50,500,75,3000,-144.36608173795767,0.1,SUCCESS,1
2048,19456,1.1,100,8,8,4,4,10,0.9,3145728,12800,512,100,500,115,3000,-270.7915481985236,0.1,SUCCESS,1
7680,13312,8.0,1,16,8,8,4,5,0.9,524288,1536,10752,50,150,125,8000,-196.47930011541465,0.1,SUCCESS,1
5120,11264,3.5,1,16,16,4,10,10,0.9,1048576,1024,2560,50,500,100,6000,-137.16488177301622,0.1,SUCCESS,1
7680,14336,5.0,400,32,8,4,4,10,0.9,4194304,2560,13824,50,300,95,8000,-0.0,0.1,SUCCESS,1
1792,27648,1.0,400,16,4,4,4,10,0.9,2016383,1536,8704,1500,300,100,8000,-262.85684113384104,0.1,SUCCESS,1
3072,19456,1.0,300,8,8,4,4,5,0.9,1572864,1024,1536,50,500,85,3000,-149.7770219755054,0.1,SUCCESS,1
4608,21504,1.5,400,8,16,4,10,10,0.9,8388608,1024,512,50,500,100,6000,-220.6856057232144,0.1,SUCCESS,1
5120,12288,4.5,200,8,2,4,4,5,0.9,2016383,1024,8704,2000,150,100,6000,-197.0932401246552,0.1,SUCCESS,1
1792,14336,1.0,400,8,16,4,4,10,0.9,2016383,10752,3584,50,300,75,6000,-207.05465657397025,0.1,SUCCESS,1
5632,14336,3.0,200,32,8,4,10,5,0.9,1048576,2560,9728,100,500,100,8000,-99.29461722327918,0.1,SUCCESS,1
7168,46080,7.5,1,24,16,4,10,5,0.9,8388608,10752,512,500,500,115,1000,-225.0031100376219,0.1,SUCCESS,1
3072,13312,4.5,300,20,16,4,10,10,0.9,6291456,1536,512,500,300,95,1000,-304.9280785501691,0.1,SUCCESS,1
6144,17408,2.5,200,8,16,4,4,10,0.9,2016383,1024,512,100,300,115,8000,-318.752238523296,0.1,SUCCESS,1
2560,27648,1.0,400,64,2,4,4,10,0.9,1572864,1024,3584,50,300,100,6000,-320.97710884852154,0.1,SUCCESS,1
6144,29696,1.0,200,32,16,4,10,10,0.9,524288,1024,1536,100,300,85,8000,-171.12322331650182,0.1,SUCCESS,1
6144,19456,5.5,400,32,16,4,10,10,0.9,2016383,4608,1536,500,300,85,3000,-262.93682237208435,0.1,SUCCESS,1
6144,17408,8.0,100,8,8,4,10,10,0.9,524288,3584,512,1000,300,85,6000,-331.17460607111786,0.1,SUCCESS,1
7680,25600,7.0,400,24,16,8,10,10,0.9,1048576,6656,8192,500,150,75,1000,-399.05495170994885,0.1,SUCCESS,1
768,8192,6.5,400,4,16,8,4,5,0.9,8388608,1024,8704,100,250,115,500,-78.20490511776853,0.1,SUCCESS,1
7680,25600,7.0,400,32,16,8,10,10,0.9,1048576,6656,8192,500,150,75,1000,-196.26991772495893,0.1,SUCCESS,1
7680,11264,4.5,1,8,8,8,4,10,0.9,1572864,6656,1536,1500,250,95,8000,-154.08649156988733,0.1,SUCCESS,1
7680,23552,7.0,400,24,16,8,10,10,0.9,1048576,6656,8192,500,150,75,1000,-116.5666577244498,0.1,SUCCESS,1
7168,6990,0.1,1,64,1,8,10,5,0.9,6291456,5632,8704,1000,250,115,500,-200.632368368848,0.1,SUCCESS,1
7168,25600,7.0,400,24,16,8,10,10,0.9,1048576,6656,8192,500,150,75,1000,-201.3881550078142,0.1,SUCCESS,1
768,5120,1.1,300,24,8,8,4,10,0.9,1572864,7680,5632,1000,200,125,6000,-109.90183539119428,0.1,SUCCESS,1
7680,15360,8.0,300,4,16,4,10,10,0.9,1572864,4608,6656,100,250,95,3000,-141.91665021426942,0.1,SUCCESS,1
7680,25600,7.0,400,24,16,8,10,10,0.9,1048576,6656,8192,500,150,75,1000,-178.7205731043872,0.1,SUCCESS,1
2048,15360,4.0,200,64,2,4,4,10,0.9,1048576,3584,10752,100,300,85,500,-216.7970110811154,0.1,SUCCESS,1
896,27648,1.0,300,24,2,8,4,5,0.9,8388608,2560,8704,100,300,75,500,-57.7516211181556,0.1,SUCCESS,1
896,21504,1.1,100,4,2,8,10,5,0.9,1572864,15872,8704,1000,250,125,8000,-97.51086279285228,0.1,SUCCESS,1
5632,13312,4.0,400,20,16,4,4,10,0.9,3145728,1024,3584,100,300,115,8000,-211.34320520792411,0.1,SUCCESS,1
7680,25600,7.0,400,24,16,8,10,10,0.9,1048576,6656,8192,100,150,75,1000,-136.47929838197535,0.1,SUCCESS,1
6144,19456,2.5,100,8,16,4,4,10,0.9,2016383,1024,512,500,300,115,6000,-81.87033712661292,0.1,SUCCESS,1
7680,25600,7.0,400,24,16,8,10,10,0.9,1572864,6656,8192,500,150,75,1000,-225.8553971645352,0.1,SUCCESS,1
6144,19456,2.5,200,8,16,4,4,10,0.9,2016383,1024,512,100,300,115,6000,-168.14310163060293,0.1,SUCCESS,1
7680,13312,4.5,100,32,1,4,4,10,0.9,2016383,2560,2560,100,500,75,6000,-139.93831459069517,0.1,SUCCESS,1
7168,17408,5.0,1,16,2,4,10,10,0.9,524288,1536,512,2000,500,85,8000,-82.40935914820294,0.1,SUCCESS,1
7680,25600,7.0,300,24,16,8,10,10,0.9,1048576,6656,8192,1500,150,75,1000,-132.4548937212839,0.1,SUCCESS,1
6656,21504,4.5,400,64,8,4,4,10,0.9,2016383,1024,3584,50,300,100,3000,-150.42608731011427,0.1,SUCCESS,1
6144,17408,7.5,200,16,16,4,4,10,0.9,2016383,4608,1536,50,250,100,8000,-238.0066376968954,0.1,SUCCESS,1
6144,17408,2.5,200,4,16,4,4,10,0.9,2016383,1024,512,500,300,115,3000,-280.4177356521145,0.1,SUCCESS,1
6144,17408,2.5,100,8,16,4,4,10,0.9,2016383,2560,512,100,300,115,6000,-196.9269065690505,0.1,SUCCESS,1
6656,13312,8.0,1,8,4,4,10,10,0.9,524288,3584,512,1000,500,95,8000,-280.77416397998894,0.1,SUCCESS,1
6144,19456,2.5,200,8,16,4,10,10,0.9,6291456,1024,3584,50,250,115,3000,-321.4413366369532,0.1,SUCCESS,1
6656,8192,1.0,400,8,8,4,4,10,0.9,2016383,1024,7680,1500,300,85,8000,-275.7073601651822,0.1,SUCCESS,1
4096,6990,1.1,400,8,2,4,4,5,0.9,2016383,512,8192,100,200,100,1000,-175.61992592732034,0.1,SUCCESS,1
1536,19456,6.0,300,16,16,4,4,5,0.9,1048576,2560,9728,1000,500,115,6000,-233.77813885719596,0.1,SUCCESS,1
1792,21504,8.0,100,16,16,4,4,5,0.9,8388608,4608,6656,50,250,75,6000,-218.82646022833703,0.1,SUCCESS,1
7680,17408,8.0,300,4,16,4,4,10,0.9,2016383,4608,6656,2000,250,95,1000,-200.27293331525289,0.1,SUCCESS,1
5120,12288,5.0,100,16,2,4,10,10,0.9,6291456,8704,9728,50,500,85,3000,-221.2083487682718,0.1,SUCCESS,1
7680,19456,2.0,200,8,16,4,4,10,0.9,8388608,1024,3584,50,300,75,1000,-300.58575592496794,0.1,SUCCESS,1
7680,8192,4.5,200,4,2,8,10,5,0.9,2016383,1024,13824,2000,150,115,1000,-0.0,0.1,SUCCESS,1
7680,25600,7.5,400,24,16,8,10,10,0.9,524288,6656,8192,2000,150,75,1000,-195.8849171690833,0.1,SUCCESS,1
2560,15360,3.0,200,24,8,4,10,10,0.9,4194304,1536,1536,50,300,95,3000,-280.08147969349034,0.1,SUCCESS,1
7680,19456,8.0,300,4,16,4,4,10,0.9,2016383,2560,8192,1000,200,95,8000,-349.92057935512315,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-472.3794394918777,0.1,SUCCESS,1
7680,14336,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-166.32111861291042,0.1,SUCCESS,1
6656,19456,4.0,200,32,2,4,4,10,0.9,2016383,1024,8704,50,200,85,8000,-218.73208645980813,0.1,SUCCESS,1
7680,17408,8.0,200,20,2,4,10,10,0.9,3145728,4608,8192,1000,300,85,8000,-339.28484014029283,0.1,SUCCESS,1
3072,10240,8.0,100,32,4,8,4,5,0.9,4194304,2560,12800,1500,250,100,6000,-346.90188042836564,0.1,SUCCESS,1
7168,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-179.3698668498615,0.1,SUCCESS,1
7680,17408,1.0,400,20,2,4,10,10,0.9,2016383,2560,6656,1000,300,85,8000,-291.97345190686366,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,500,200,95,8000,-371.20824953121496,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,5,0.9,2016383,3584,8192,1000,200,95,8000,-259.32644628154395,0.1,SUCCESS,1
7680,21504,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-169.26485009848454,0.1,SUCCESS,1
7680,19456,8.0,300,16,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-270.05320806821135,0.1,SUCCESS,1
7680,17408,8.0,300,4,16,4,10,10,0.9,2016383,2560,8704,1000,200,95,8000,-261.78048983605777,0.1,SUCCESS,1
7680,17408,8.0,400,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-170.33986829151044,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,500,95,8000,-280.4649256753924,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,5632,8192,1000,200,95,8000,-351.9003827981326,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,3000,-344.76658990955696,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,1048576,2560,8192,1000,200,95,8000,-194.68885200515297,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,100,8000,-230.02661147573656,0.1,SUCCESS,1
7680,17408,8.0,300,20,1,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-337.99664310308776,0.1,SUCCESS,1
7680,17408,8.0,300,24,2,4,4,10,0.9,2016383,2560,6656,1000,200,95,8000,-319.90537976803773,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,7680,1000,200,95,8000,-269.206502769261,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1500,200,95,8000,-427.6314891247632,0.1,SUCCESS,1
5120,17408,8.0,200,20,4,8,4,5,0.9,3145728,2560,14848,2000,250,85,8000,-444.7081994435533,0.1,SUCCESS,1
5120,35840,8.0,200,20,2,8,10,10,0.9,3145728,8704,14848,2000,250,75,8000,-380.1516117322244,0.1,SUCCESS,1
8192,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1500,200,95,8000,-0.0,0.1,SUCCESS,1
7680,46080,8.0,200,20,16,4,10,10,0.9,3145728,15872,12800,2000,200,95,8000,-0.0,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,4194304,2560,8192,1500,200,95,8000,-491.8449210039675,0.1,SUCCESS,1
4096,17408,8.0,200,4,4,4,4,10,0.9,4194304,7680,9728,1500,500,95,8000,-338.0298660021442,0.1,SUCCESS,1
7680,30720,8.0,300,20,1,4,4,10,0.9,3145728,512,10752,1500,500,95,8000,-273.0282983088082,0.1,SUCCESS,1
7168,40960,8.0,300,20,4,4,4,5,0.9,6291456,1024,8704,1500,250,75,8000,-377.1499155265905,0.1,SUCCESS,1
7680,17408,8.0,300,4,8,8,10,10,0.9,4194304,1536,12800,2000,150,75,8000,-0.0,0.1,SUCCESS,1
7680,46080,8.0,400,20,4,4,10,10,0.9,4194304,5632,5632,1500,200,115,8000,-383.2747693126424,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,4194304,2560,8192,2000,150,95,8000,-259.423228308866,0.1,SUCCESS,1
5632,40960,8.0,300,20,4,8,10,10,0.9,3145728,1536,11776,2000,200,85,6000,-310.3649781627201,0.1,SUCCESS,1
7680,27648,8.0,100,20,2,8,10,10,0.9,4194304,8704,11776,1500,250,115,8000,-0.0,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,8,10,10,0.9,3145728,2560,8192,1500,200,95,8000,-428.6766189721061,0.1,SUCCESS,1
7168,11264,8.0,400,16,1,8,4,5,0.9,3145728,6656,15872,1500,200,85,8000,-285.5623674485183,0.1,SUCCESS,1
7680,14336,8.0,400,64,2,8,10,10,0.9,6291456,4608,8192,1500,200,95,8000,-300.08964981488447,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,8,10,10,0.9,3145728,2560,8192,1500,200,115,8000,-432.1948613273975,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,8,10,10,0.9,3145728,2560,9728,1500,200,115,8000,-478.9067542391264,0.1,SUCCESS,1
1792,10240,3.5,1,8,4,4,10,10,0.9,3145728,7680,11776,500,150,85,500,-337.76715136657896,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,8,10,10,0.9,4194304,2560,10752,1500,200,115,8000,-241.78386500283457,0.1,SUCCESS,1
2560,6144,0.5,400,20,8,8,4,10,0.9,6291456,13824,3584,100,150,75,1000,-388.2213160633156,0.1,SUCCESS,1
3072,19456,8.0,200,32,2,8,4,10,0.9,3145728,8704,8704,1500,200,125,8000,-449.2179756647678,0.1,SUCCESS,1
3072,29696,8.0,200,32,2,8,10,5,0.9,3145728,9728,4608,2000,200,125,8000,-403.6833031169653,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,10,0.9,3145728,2560,9728,1500,200,115,8000,-288.436340917404,0.1,SUCCESS,1
3072,19456,8.0,200,32,2,4,4,10,0.9,4194304,10752,8704,1500,200,85,8000,-330.1563688914842,0.1,SUCCESS,1
5120,17408,8.0,200,8,4,8,4,5,0.9,3145728,2560,8704,2000,250,115,8000,-410.7454672823817,0.1,SUCCESS,1
6144,17408,8.0,1,20,2,8,10,10,0.9,3145728,2560,9728,1500,200,125,8000,-411.1480467361928,0.1,SUCCESS,1
