block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
131072,true,160000,snappy,256,4,16,2,5,0,1024,-2370,89444029.0
32,false,120000,lz4,1,128,256,1,3,0,1073741824,-159969,90453421.0
256,false,400000,lz4,1,2,16,128,1,0,1073741824,-162712,91460810.0
32,true,40000,zstd,4,8,64,256,6,8,1073741824,-169,92699361.0
16384,false,120000,lz4,2,1,16,1,4,2,134217728,-98903,93701832.0
16384,false,200000,lz4,2,512,64,16,4,1,1073741824,-122438,94705431.0
1,false,160000,lz4,1,1,128,1,6,15,1073741824,-160357,95710574.0
1,false,40000,snappy,2,2,128,128,4,10,536870912,-155084,96715287.0
1,false,40000,zstd,1,1024,1024,16,1,10,536870912,-142200,97729364.0
64,false,400000,lz4,1,2,4,32,0,1,1073741824,-160176,98735225.0
512,false,120000,zstd,1,0,4,16,2,0,1073741824,-152285,99742467.0
16,false,400000,lz4,1,0,8,4,7,0,536870912,-154752,100747636.0
128,false,280000,snappy,2,2,16,32,0,1,1073741824,-162307,101752000.0
