block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
16,true,160000,lz4,64,1024,64,128,7,0,536870912,-457,40806967
32,false,0,snappy,1,8,16,4,10,14,268435456,-145398,41809548
1024,false,40000,zstd,1,2,32,64,9,0,8,-1437,42862622
32,false,360000,zstd,1,4,4,4,10,4,268435456,-130911,43890261
1024,false,0,snappy,1,4,32,4,10,4,268435456,-157734,44891963
262144,false,320000,snappy,1,8,1024,2,10,13,134217728,-25568,45896161
512,true,400000,lz4,16,32,1,128,7,10,4194304,-2770,46938892
1024,false,240000,snappy,1,256,64,2,10,14,268435456,-158179,47942461
2048,false,240000,snappy,1,256,64,2,10,14,268435456,-153124,48944192
1024,false,280000,snappy,1,32,1024,2,10,11,268435456,-156129,49947108
1024,false,320000,snappy,1,32,64,2,10,11,268435456,-156253,50952183
1024,false,320000,snappy,1,4,1024,16,10,14,268435456,-155794,51956097
1024,false,320000,snappy,1,1024,64,8,10,14,33554432,-137496,52959988
1024,false,320000,snappy,1,4,32,32,10,14,268435456,-154150,53964889
16384,false,360000,snappy,1,8,128,32,10,5,268435456,-116849,54969288
1024,false,240000,snappy,1,512,8,1,7,6,268435456,-156035,55974646
8192,false,240000,snappy,1,256,8,1,8,10,536870912,-138423,56980146
256,false,240000,snappy,1,8,1024,2,10,11,268435456,-152338,57986202
1024,false,240000,snappy,1,32,4,128,7,1,268435456,-155390,58989606
1024,false,320000,snappy,1,16,4,16,10,7,33554432,-137911,59992759
1024,false,280000,snappy,1,512,256,16,6,11,268435456,-154908,60997049
1024,false,240000,snappy,1,8,4,1,7,1,268435456,-154584,62002198
512,false,240000,snappy,1,512,64,4,5,13,268435456,-150401,63009758
1024,false,320000,snappy,1,2,64,1,10,14,268435456,-151773,64016311
1024,false,240000,snappy,1,256,128,64,3,4,268435456,-150037,65023829
1024,false,240000,snappy,1,0,32,128,4,0,268435456,-151463,66028946
1024,false,80000,snappy,1,512,8,2,1,5,268435456,-155681,67033400
2048,false,0,snappy,1,8,64,2,5,4,268435456,-150277,68039286
1024,false,0,snappy,1,64,8,2,1,5,268435456,-156053,69041843
1024,false,40000,zstd,1,2,8,4,1,5,536870912,-133352,70046921
1024,false,280000,snappy,1,128,16,256,2,3,268435456,-155478,71051456
8,false,0,snappy,1,16,1024,128,6,3,268435456,-142477,72058668
1024,false,40000,snappy,1,0,1024,4,7,3,268435456,-156622,73061670
1024,false,320000,snappy,1,16,1024,16,10,14,134217728,-152587,74065450
1024,false,40000,snappy,1,512,8,2,7,0,268435456,-155695,75068388
4,false,160000,snappy,1,64,512,2,10,5,134217728,-134708,76072699
1024,false,280000,snappy,1,32,1024,2,10,11,67108864,-146829,77075528
4096,false,80000,snappy,1,32,1024,8,2,9,134217728,-142951,78078117
1024,false,320000,snappy,1,256,128,2,10,14,268435456,-155512,79080616
2048,false,40000,snappy,1,128,1024,32,10,12,134217728,-147555,80083702
1024,false,80000,snappy,1,512,16,2,0,5,268435456,-157311,81086161
1024,false,0,lz4,1,128,16,16,0,1,268435456,-154497,82094334
32768,false,0,snappy,1,0,32,128,8,8,268435456,-95151,83096815
1024,false,360000,snappy,1,32,64,2,10,11,268435456,-156835,84100167
1024,false,400000,snappy,128,2,64,2,7,6,524288,-12788,85106892
1024,false,40000,zstd,1,512,1024,256,0,10,33554432,-92310,86111596
1024,false,80000,snappy,1,4,2,4,8,13,268435456,-156223,87115050
512,false,200000,snappy,1,4,1024,4,10,15,67108864,-143853,88118276
4096,false,80000,snappy,1,4,16,4,8,13,268435456,-146958,89120259
1024,false,200000,lz4,1,1024,256,16,9,4,268435456,-157474,90121513
1024,false,400000,snappy,1,32,64,2,10,2,268435456,-158561,91125961
4096,false,400000,snappy,1,256,1024,2,7,0,268435456,-145583,92129454
1024,false,360000,snappy,1,64,1024,2,3,5,67108864,-149016,93131328
8192,false,360000,snappy,1,64,1024,16,2,13,67108864,-129081,94133558
1024,false,400000,snappy,1,2,32,4,7,1,268435456,-158417,95135703
1024,false,400000,snappy,1,0,8,4,8,1,268435456,-159716,96138530
256,false,400000,snappy,1,1,1024,2,1,0,134217728,-146278,97144002
1,false,240000,zstd,1,64,16,32,0,0,268435456,-129741,98178705
2048,false,320000,snappy,1,4,1024,4,4,10,33554432,-139336,99178793
1024,false,200000,lz4,1,1024,32,64,9,4,268435456,-156804,100180255
1024,false,400000,lz4,1,0,8,8,7,3,268435456,-155908,101182397
1024,false,40000,snappy,1,0,1024,4,7,3,134217728,-154912,102185400
