shared_buffers,work_mem,random_page_cost,effective_io_concurrency,max_wal_size,max_parallel_workers_per_gather,max_parallel_workers,max_worker_processes,checkpoint_timeout,checkpoint_completion_target,effective_cache_size,temp_buffers,wal_buffers,bgwriter_lru_maxpages,bgwriter_delay,default_statistics_target,deadlock_timeout,Throughput,Timestamp
1792,21504,8.0,100,24,4,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-205.25638804850607,997541942
7680,21504,8.0,300,20,2,4,4,5,0.9,4194304,7680,3584,2000,300,95,6000,-227.37605975072444,999444639
5632,4096,1.1,400,16,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-302.86183530221746,1001469939
7680,23552,8.0,100,20,2,8,4,10,0.9,6291456,7680,5632,1500,300,95,8000,-249.29826361001045,1003356513
7680,21504,8.0,200,20,2,8,4,10,0.9,4194304,8704,3584,1500,300,100,8000,-278.2562473779508,1005174250
7680,23552,8.0,100,20,1,8,4,10,0.9,4194304,7680,5632,1500,300,95,8000,-301.50086419179627,1007069956
2560,15360,0.5,400,32,2,4,4,10,0.9,1048576,7680,3584,1000,500,85,8000,-312.01133469752693,1009009912
6144,21504,8.0,100,20,1,8,4,10,0.9,4194304,7680,3584,1500,300,95,8000,-281.009827596724,1010862594
6656,19456,8.0,200,24,8,8,10,10,0.9,4194304,1536,3584,2000,200,95,8000,-248.3727090721388,1012686322
3072,19456,8.0,200,32,2,8,4,10,0.9,3145728,8704,9728,1500,250,125,8000,-362.81394081302955,1014704474
6656,21504,8.0,200,24,8,8,10,10,0.9,4194304,4608,4608,2000,200,115,8000,-278.1782835659499,1016703837
7680,17408,8.0,300,20,2,8,4,10,0.9,3145728,3584,9728,1500,200,115,8000,-282.54268838604355,1018620296
1024,23552,0.5,400,64,16,4,10,5,0.9,6291456,11776,14848,1000,500,85,8000,-136.08983141733276,1020520877
7680,23552,8.0,100,20,2,8,10,10,0.9,4194304,7680,5632,1500,300,95,8000,-327.8996282842374,1022478227
6656,27648,8.0,100,20,8,8,10,10,0.9,4194304,3584,4608,2000,200,95,8000,-287.53320949278003,1024471081
7680,21504,8.0,200,24,2,8,10,5,0.9,3145728,2560,14848,1500,250,85,8000,-0.0,1026328684
7680,23552,8.0,100,20,2,8,4,10,0.9,3145728,7680,5632,1500,300,95,8000,-283.92845958748535,1027771162
7680,17408,8.0,300,20,1,8,10,10,0.9,3145728,2560,9728,1500,250,115,8000,-373.5593442588562,1029792389
896,23552,7.5,100,8,1,8,4,5,0.9,524288,5632,512,500,500,125,6000,-136.4449272114069,1031742061
6656,17408,8.0,200,24,4,8,4,10,0.9,4194304,2560,4608,2000,200,95,8000,-285.10325177255504,1033589309
6656,21504,8.0,100,24,4,8,10,10,0.9,4194304,2560,4608,100,200,95,8000,-239.3544662606832,1035468210
3584,51200,8.0,100,24,4,8,10,5,0.9,3145728,15872,8192,1500,250,100,8000,-353.2368000453746,1037510741
7680,17408,8.0,300,8,2,8,10,10,0.9,4194304,2560,8192,1500,200,115,8000,-199.12463180611425,1039358072
7680,17408,8.0,100,20,2,4,10,10,0.9,2016383,2560,8192,2000,200,95,8000,-301.6029237163492,1041140549
7680,17408,8.0,300,20,2,4,10,5,0.9,4194304,2560,8192,1500,200,95,8000,-244.93655250786296,1043024549
5632,4096,3,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-262.99008894808196,1044960530
6144,21504,8.0,100,20,4,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-263.3028127936369,1046923585
6656,23552,8.0,1,20,8,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-209.47650412930847,1048775874
2560,35840,8.0,300,20,16,4,10,5,0.9,3145728,3584,13824,2000,200,85,8000,-252.39638141837224,1050805857
7680,23552,8.0,100,8,2,8,4,5,0.9,4194304,7680,5632,1500,300,95,8000,-336.2429527437546,1052854294
5632,4096,2.0,400,24,2,4,10,10,0.9,4194304,7680,512,1500,300,75,8000,-321.07537701834957,1054649009
