shared_buffers,work_mem,random_page_cost,effective_io_concurrency,max_wal_size,max_parallel_workers_per_gather,max_parallel_workers,max_worker_processes,checkpoint_timeout,checkpoint_completion_target,effective_cache_size,temp_buffers,wal_buffers,bgwriter_lru_maxpages,bgwriter_delay,default_statistics_target,deadlock_timeout,Throughput,Timestamp
1280,35840,6.5,1,4,4,8,10,5,0.9,8388608,14848,12800,1500,150,75,3000,-1118.2033300356666,1220799444.0
1792,29696,0.5,400,64,4,4,4,5,0.9,2016383,512,4608,1500,500,100,500,-1125.4080250270222,1222864202.0
2560,27648,1.0,400,24,8,4,10,10,0.9,1048576,512,10752,100,500,75,1000,-1146.7183316132557,1224897157.0
2048,29696,1.1,400,24,4,4,4,5,0.9,524288,512,1536,100,500,75,6000,-1085.016896919991,1227051542.0
3584,29696,5.5,200,8,2,8,4,5,0.9,1572864,6656,14848,500,300,75,3000,-1050.1607075024426,1229277716.0
3584,23552,1.0,400,64,8,4,4,10,0.9,2016383,512,1536,2000,200,85,6000,-1130.1548858449387,1231377551.0
1792,21504,0.5,400,32,8,8,10,10,0.9,524288,512,8192,100,500,85,1000,-1117.491119075531,1233754124.0
1280,30720,1.0,300,24,4,4,4,10,0.9,4194304,512,1536,100,500,75,6000,-1122.7350448433854,1236119591.0
2560,29696,1.1,400,32,8,4,10,10,0.9,1048576,512,10752,2000,500,85,1000,-1108.0199853519832,1238281408.0
2048,12288,1.0,400,20,4,8,10,5,0.9,1572864,512,1536,2000,500,75,1000,-1101.7956173330476,1240790002.0
1280,51200,1.0,300,20,8,8,10,10,0.9,4194304,512,1536,2000,250,75,500,-1095.4956901505034,1242937087.0
2048,27648,5.0,400,24,8,4,10,10,0.9,1572864,512,2560,2000,500,85,500,-1129.878705763116,1245149829.0
4096,46080,0.5,200,16,2,8,4,10,0.9,4194304,11776,10752,1500,250,125,6000,-1141.707939439293,1246607741.0
2560,30720,1.1,400,24,4,4,10,10,0.9,524288,512,10752,2000,500,85,1000,-1126.4897024051043,1248694738.0
2048,29696,1.1,400,32,8,8,4,5,0.9,1048576,512,1536,2000,500,85,6000,-1089.4126600775141,1250767117.0
5120,6990,0.5,100,16,8,4,10,5,0.9,1572864,7680,2560,2000,300,125,1000,-1083.465851509928,1252835003.0
5632,25600,1.1,1,16,16,8,10,5,0.9,6291456,9728,7680,1500,150,125,6000,-1120.036556584355,1255165526.0
5632,51200,3.5,400,4,16,8,10,5,0.9,1572864,6656,1536,100,250,75,8000,-1094.0185526608623,1257331384.0
6144,6144,8.0,100,4,1,4,10,10,0.9,6291456,15872,6656,2000,300,85,3000,-1121.0612222667876,1259587177.0
1792,27648,5.5,300,20,4,4,4,10,0.9,2016383,512,1536,2000,500,85,3000,-1067.7421140109896,1261778206.0
5632,17408,4.0,100,4,8,4,4,10,0.9,4194304,512,8192,50,500,85,8000,-1119.1319055785864,1263975484.0
2560,29696,2.5,300,64,4,4,4,10,0.9,1572864,512,8192,500,500,75,500,-1096.75999506458,1266298591.0
640,35840,4.0,100,16,8,8,4,5,0.9,1048576,512,6656,50,500,115,1000,-1077.5925041366775,1268455192.0
1792,17408,7.0,200,24,8,8,4,5,0.9,1048576,512,1536,1000,300,125,1000,-1100.2536541077352,1270651762.0
896,46080,1.0,400,64,8,4,4,5,0.9,4194304,512,3584,500,500,85,6000,-1041.940719094001,1273069379.0
768,12288,6.0,1,8,16,8,10,10,0.9,524288,1536,1536,2000,500,75,3000,-1078.8322172778085,1275201325.0
1792,29696,1.0,400,20,4,8,4,5,0.9,1048576,512,1536,100,500,125,500,-1087.4448815105368,1277255868.0
1792,23552,6.0,400,4,1,4,10,5,0.9,6291456,11776,4608,500,300,115,500,-1046.0894155254348,1279406187.0
2560,27648,2.5,300,64,8,4,4,5,0.9,6291456,512,512,1500,500,75,500,-1084.429706683453,1281756339.0
1792,29696,1.0,400,8,4,8,10,5,0.9,4194304,512,512,2000,200,100,6000,-1085.0110759631284,1284018215.0
3072,6144,3.5,200,16,16,4,10,10,0.9,524288,10752,1536,1500,300,100,8000,-1073.6056730106188,1286198462.0
2048,40960,1.0,300,32,8,8,10,5,0.9,1048576,512,1536,100,500,125,1000,-1090.1713628451612,1288485009.0
2048,30720,8.0,400,8,16,4,10,10,0.9,3145728,512,3584,2000,500,85,8000,-1029.8834326175727,1290721705.0
6144,25600,7.5,100,4,16,8,10,5,0.9,524288,3584,2560,500,300,100,8000,-1100.9908964090635,1292876782.0
1792,6990,7.5,400,24,8,8,4,10,0.9,4194304,512,3584,50,300,115,1000,-1060.9437878525328,1295205846.0
5632,27648,0.1,1,4,16,8,10,10,0.9,1048576,7680,8192,50,250,125,3000,-1148.8351148485183,1296790967.0
3584,6990,4.0,100,20,8,4,4,5,0.9,2016383,512,2560,50,500,85,1000,-1059.4157454622982,1298971589.0
1792,30720,0.5,400,64,4,4,10,10,0.9,2016383,512,10752,2000,500,75,3000,-1121.7475541987392,1301092904.0
5632,29696,6.5,200,20,8,8,10,10,0.9,2016383,13824,1536,50,250,100,1000,-1139.119147671916,1303234650.0
2048,30720,1.1,400,32,4,8,10,10,0.9,524288,512,10752,500,500,75,500,-1096.5205104913357,1305656166.0
2048,8192,1.1,400,64,8,4,4,5,0.9,3145728,512,1536,2000,500,125,500,-1079.3620838832878,1308109851.0
2560,35840,1.1,400,16,8,4,10,10,0.9,524288,512,10752,2000,500,95,3000,-1093.2792444999632,1309732328.0
2560,30720,1,400,32,8,4,10,10,0.9,524288,512,10752,2000,500,75,3000,-1119.1482790247978,1311940121.0
1792,19456,1,400,32,4,4,10,10,0.9,4194304,512,6656,50,200,75,6000,-1115.9368759308425,1314240973.0
6144,14336,3.0,1,4,4,4,10,5,0.9,2016383,12800,3584,1500,300,125,8000,-1081.255457789476,1316339000.0
2560,12288,6.5,400,8,16,4,10,10,0.9,524288,5632,1536,2000,250,115,6000,-1114.2874434685966,1318705850.0
3584,11264,4.0,400,64,4,4,10,5,0.9,2016383,512,4608,2000,500,85,500,-980.6680224530278,1320893205.0
6144,21504,0.1,1,20,16,8,10,10,0.9,1048576,7680,8704,100,200,115,3000,-1102.8985004464867,1323200906.0
2560,46080,1.1,1,24,8,4,4,10,0.9,524288,512,9728,2000,500,75,1000,-1077.3988708375005,1325875363.0
2048,35840,1.1,400,24,8,8,4,5,0.9,2016383,1024,1536,100,300,125,6000,-1074.0461860514897,1328346804.0
2048,29696,1.0,400,64,4,4,10,10,0.9,8388608,512,8704,1500,500,85,1000,-1142.9294047742508,1330629534.0
1792,30720,1.1,400,24,8,8,10,10,0.9,2016383,512,10752,500,500,75,6000,-1062.021507428932,1332904266.0
5632,51200,1.1,400,24,16,4,10,5,0.9,1572864,512,11776,2000,250,85,1000,-1056.1137619157698,1335187896.0
4096,51200,0.1,1,20,16,4,4,10,0.9,3145728,7680,3584,50,500,125,6000,-1033.4354828267062,1337482058.0
6144,51200,0.1,100,24,16,4,10,10,0.9,1048576,8704,13824,1500,250,100,3000,-1129.3413275306993,1339745900.0
5632,21504,0.5,200,64,2,4,4,5,0.9,1572864,8704,15872,100,150,125,500,-1098.7564786767582,1341979830.0
2048,35840,1,400,32,4,8,4,10,0.9,2016383,512,1536,1500,150,85,500,-1072.8773155569206,1344253504.0
2560,30720,1.0,300,24,4,8,4,10,0.9,8388608,512,6656,2000,500,75,500,-1097.6066434083818,1346639433.0
4096,27648,4.5,100,16,8,4,10,10,0.9,1048576,4608,5632,100,500,125,3000,-1051.5412670985108,1348923805.0
6656,40960,4.5,1,24,16,8,10,10,0.9,2016383,2560,8192,100,250,115,3000,-1140.1211366243501,1351273091.0
