block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
512,False,160000,snappy,1,1,2,2,10,10,1,32,1073741824,-266007,0.1,SUCCESS,1
128,False,360000,snappy,1,4,2,1,-1,12,2,16,536870912,-230670,0.1,SUCCESS,1
1024,False,400000,snappy,2,64,1,8,1,9,64,32,1073741824,-257189,0.1,SUCCESS,1
128,False,0,snappy,2,512,1024,8,2,7,128,1,1073741824,-249385,0.1,SUCCESS,1
64,False,240000,snappy,2,2,64,2,5,6,8,32,1073741824,-248027,0.1,SUCCESS,1
512,False,160000,snappy,1,1,2,2,10,11,1,32,1073741824,-264977,0.1,SUCCESS,1
4,False,80000,snappy,2,16,1,8,5,13,32,32,1073741824,-251175,0.1,SUCCESS,1
524288,True,40000,zstd,16,20,512,1,3,5,64,1,8388608,-968,0.1,SUCCESS,1
4,False,320000,snappy,1,0,64,2,6,10,1,4,268435456,-204180,0.1,SUCCESS,1
1024,False,360000,lz4,2,20,256,32,5,12,64,1,1073741824,-265030,0.1,SUCCESS,1
1024,False,400000,snappy,2,20,4,4,1,12,32,2,1073741824,-260957,0.1,SUCCESS,1
64,False,80000,snappy,2,32,1024,1,7,7,32,32,1073741824,-259087,0.1,SUCCESS,1
8,False,280000,snappy,2,1,1,256,4,5,1,2,1073741824,-263982,0.1,SUCCESS,1
512,False,160000,snappy,1,1,2,-1,10,13,4,8,1073741824,-272366,0.1,SUCCESS,1
4,False,80000,snappy,1,0,1,-1,5,14,8,8,1073741824,-257898,0.1,SUCCESS,1
256,False,200000,snappy,1,1,2,-1,10,13,4,32,1073741824,-263245,0.1,SUCCESS,1
1,False,80000,snappy,2,0,1,8,6,13,8,8,1073741824,-257716,0.1,SUCCESS,1
512,False,160000,snappy,1,1,2,8,10,13,1,8,1073741824,-266991,0.1,SUCCESS,1
64,False,40000,snappy,1,0,64,-1,10,15,16,2,1073741824,-257104,0.1,SUCCESS,1
131072,False,400000,lz4,16,20,2,256,5,9,1,8,524288,-14383,0.1,SUCCESS,1
1024,False,360000,lz4,2,20,256,64,5,12,64,1,1073741824,-256666,0.1,SUCCESS,1
1024,False,400000,lz4,2,20,256,32,5,12,128,1,1073741824,-270360,0.1,SUCCESS,1
8192,False,360000,snappy,1,64,2,128,5,14,16,2,1073741824,-225681,0.1,SUCCESS,1
1,False,360000,snappy,1,512,4,64,4,5,4,32,1073741824,-253533,0.1,SUCCESS,1
512,False,240000,zstd,2,4,2,2,10,11,1,32,1073741824,-235307,0.1,SUCCESS,1
1024,False,400000,lz4,2,20,256,32,5,12,8,1,1073741824,-265927,0.1,SUCCESS,1
32768,False,0,lz4,1,64,2,8,3,10,32,1,536870912,-161287,0.1,SUCCESS,1
512,False,160000,snappy,1,1,8,-1,10,13,4,8,1073741824,-255070,0.1,SUCCESS,1
32,False,400000,lz4,2,2,16,16,-1,11,1,4,1073741824,-246131,0.1,SUCCESS,1
262144,True,80000,lz4,2,16,1,4,0,5,4,16,4,-13308,0.1,SUCCESS,1
512,False,120000,snappy,1,1,2,-1,10,10,1,8,1073741824,-264217,0.1,SUCCESS,1
2048,False,40000,lz4,2,64,8,4,1,15,128,2,1073741824,-245050,0.1,SUCCESS,1
512,False,400000,zstd,1,4,32,16,1,12,2,1,1073741824,-227736,0.1,SUCCESS,1
