block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
256,False,40000,snappy,16,512,2,128,0,7,16,1,1073741824,-118454,0.1,SUCCESS,1
16384,False,40000,snappy,1,128,8,128,6,11,32,16,536870912,-124171,0.1,SUCCESS,1
512,False,200000,snappy,2,1,32,8,-1,7,128,1,1073741824,-132553,0.1,SUCCESS,1
1024,False,400000,snappy,1,16,4,-1,9,6,1,32,268435456,-130041,0.1,SUCCESS,1
4,False,360000,snappy,1,32,512,-1,3,6,1,2,268435456,-122556,0.1,SUCCESS,1
64,False,40000,snappy,32,0,8,1,5,14,8,2,134217728,-106761,0.1,SUCCESS,1
512,False,280000,lz4,16,20,1024,1,3,5,64,16,1073741824,-109351,0.1,SUCCESS,1
512,False,40000,zstd,4,32,4,1,10,5,1,2,268435456,-110252,0.1,SUCCESS,1
512,False,400000,snappy,2,20,64,16,9,6,4,4,1073741824,-134888,0.1,SUCCESS,1
1024,False,400000,snappy,1,512,16,256,5,9,1,2,268435456,-134708,0.1,SUCCESS,1
1024,False,400000,snappy,1,512,16,256,5,7,128,32,268435456,-117865,0.1,SUCCESS,1
16384,False,320000,zstd,128,2,2,2,9,15,16,2,134217728,-66397,0.1,SUCCESS,1
32,False,240000,zstd,2,512,32,16,0,12,1,2,1073741824,-124454,0.1,SUCCESS,1
512,False,40000,zstd,2,1024,4,256,7,7,8,16,1073741824,-127650,0.1,SUCCESS,1
256,False,400000,snappy,2,512,1,-1,4,8,8,4,134217728,-120004,0.1,SUCCESS,1
256,False,40000,snappy,1,512,16,16,8,15,1,2,134217728,-125170,0.1,SUCCESS,1
512,False,40000,lz4,2,1,36,2,5,9,1,2,1073741824,-133867,0.1,SUCCESS,1
256,False,0,zstd,2,32,8,128,7,12,2,2,268435456,-115949,0.1,SUCCESS,1
8192,False,400000,snappy,1,32,32,4,3,14,1,32,1073741824,-131288,0.1,SUCCESS,1
16384,False,120000,snappy,1,2,32,128,10,15,1,2,134217728,-110777,0.1,SUCCESS,1
1024,False,400000,lz4,2,1,8,1,-1,5,1,1,1073741824,-132303,0.1,SUCCESS,1
1024,False,240000,lz4,8,256,64,128,0,7,2,1,268435456,-114780,0.1,SUCCESS,1
262144,False,360000,zstd,2,2,256,128,-1,15,8,1,268435456,-21623,0.1,SUCCESS,1
1024,False,200000,lz4,2,20,1,8,9,9,4,1,1073741824,-131024,0.1,SUCCESS,1
4096,False,400000,snappy,2,1,4,-1,-1,14,8,2,1073741824,-128915,0.1,SUCCESS,1
512,False,160000,lz4,2,0,128,2,5,9,8,2,1073741824,-135858,0.1,SUCCESS,1
1024,False,280000,snappy,2,8,16,32,10,15,1,1,268435456,-129071,0.1,SUCCESS,1
64,False,0,snappy,16,32,64,-1,8,10,4,1,1073741824,-116094,0.1,SUCCESS,1
2048,False,240000,lz4,1,20,16,64,1,13,1,32,67108864,-122304,0.1,SUCCESS,1
256,False,0,zstd,2,1,4,256,0,15,8,16,1073741824,-130925,0.1,SUCCESS,1
512,False,40000,snappy,2,1,32,32,-1,7,128,2,1073741824,-132146,0.1,SUCCESS,1
1024,False,240000,lz4,8,512,128,1,4,5,1,4,134217728,-107255,0.1,SUCCESS,1
4,False,120000,zstd,2,64,4,16,2,5,4,32,268435456,-110483,0.1,SUCCESS,1
512,False,40000,zstd,2,1,32,8,-1,7,128,1,268435456,-118859,0.1,SUCCESS,1
1024,False,400000,snappy,1,1024,128,1,-1,15,64,2,536870912,-133290,0.1,SUCCESS,1
64,False,40000,snappy,4,64,36,64,10,6,128,32,33554432,-69094,0.1,SUCCESS,1
1024,False,200000,snappy,2,128,64,256,0,10,1,8,134217728,-124917,0.1,SUCCESS,1
1024,False,120000,snappy,1,1,512,1,7,5,1,2,268435456,-134122,0.1,SUCCESS,1
524288,False,80000,zstd,1,512,32,1,2,14,8,4,134217728,-18231,0.1,SUCCESS,1
32,True,360000,snappy,2,128,2,128,4,13,16,1,8192,-882,0.1,SUCCESS,1
131072,False,0,lz4,1,1024,1,8,0,7,1,4,1073741824,-96315,0.1,SUCCESS,1
128,True,80000,lz4,16,2,512,4,3,13,16,1,16384,-739,0.1,SUCCESS,1
65536,False,360000,zstd,1,512,128,-1,2,5,2,1,268435456,-51869,0.1,SUCCESS,1
512,False,360000,snappy,2,2,128,128,5,10,2,2,1073741824,-132859,0.1,SUCCESS,1
512,False,120000,snappy,1,20,1,8,9,8,8,1,1073741824,-135483,0.1,SUCCESS,1
128,False,0,zstd,1,32,64,2,9,9,4,4,134217728,-96826,0.1,SUCCESS,1
512,False,160000,zstd,1,64,256,-1,0,15,2,4,1073741824,-132197,0.1,SUCCESS,1
512,False,120000,snappy,2,2,1024,32,10,6,1,2,1073741824,-131796,0.1,SUCCESS,1
4,False,360000,zstd,1,8,16,1,1,5,4,8,268435456,-111918,0.1,SUCCESS,1
32768,False,240000,zstd,1,64,64,32,0,7,2,16,268435456,-71003,0.1,SUCCESS,1
1024,False,280000,lz4,2,4,32,32,10,15,1,2,134217728,-121540,0.1,SUCCESS,1
4,False,0,snappy,2,256,128,-1,4,13,2,4,536870912,-127148,0.1,SUCCESS,1
4096,False,120000,snappy,1,256,1024,-1,7,14,2,2,268435456,-128141,0.1,SUCCESS,1
1024,False,0,snappy,1,16,4,1,-1,15,2,16,268435456,-132794,0.1,SUCCESS,1
32768,False,400000,snappy,1,4,16,-1,4,15,32,2,1073741824,-116233,0.1,SUCCESS,1
64,False,400000,snappy,4,2,256,16,10,10,1,2,268435456,-115490,0.1,SUCCESS,1
2048,False,0,lz4,256,2,16,8,4,15,2,1,536870912,-119386,0.1,SUCCESS,1
256,False,40000,snappy,8,20,32,8,9,6,2,1,1073741824,-120135,0.1,SUCCESS,1
32,False,200000,zstd,128,2,1,4,3,15,8,16,1073741824,-108354,0.1,SUCCESS,1
16384,False,80000,lz4,1,4,128,-1,2,5,1,8,268435456,-115041,0.1,SUCCESS,1
16,False,280000,zstd,2,128,64,2,1,15,8,2,268435456,-116401,0.1,SUCCESS,1
512,False,0,zstd,1,20,4,32,-1,6,128,16,1073741824,-127187,0.1,SUCCESS,1
4096,False,280000,snappy,32,512,128,2,-1,6,128,2,2097152,-34738,0.1,SUCCESS,1
1024,False,0,snappy,2,8,16,256,2,7,1,2,268435456,-124203,0.1,SUCCESS,1
256,False,120000,snappy,2,20,1,8,9,8,4,1,1073741824,-136540,0.1,SUCCESS,1
2048,False,40000,snappy,1,64,256,1,9,13,2,1,134217728,-127503,0.1,SUCCESS,1
1024,False,320000,lz4,2,2,36,-1,1,5,1,1,1073741824,-136370,0.1,SUCCESS,1
256,False,400000,snappy,1,1024,16,4,0,15,2,32,268435456,-125624,0.1,SUCCESS,1
128,False,240000,snappy,8,1024,512,8,9,8,8,2,1073741824,-111073,0.1,SUCCESS,1
131072,False,240000,lz4,32,20,1024,64,9,15,8,2,64,-13089,0.1,SUCCESS,1
128,False,80000,lz4,2,2,36,8,5,9,1,2,1073741824,-129480,0.1,SUCCESS,1
512,False,160000,lz4,8,64,16,16,9,5,16,8,268435456,-100512,0.1,SUCCESS,1
32,False,280000,zstd,1,256,128,-1,7,12,1,4,1073741824,-125929,0.1,SUCCESS,1
256,False,400000,zstd,2,64,32,32,9,7,8,2,1073741824,-131372,0.1,SUCCESS,1
512,False,160000,lz4,2,4,1,64,1,15,16,1,536870912,-133474,0.1,SUCCESS,1
1024,False,360000,snappy,1,512,512,1,1,14,1,16,134217728,-128517,0.1,SUCCESS,1
2048,False,320000,snappy,1,512,1,32,3,13,2,1,1073741824,-135646,0.1,SUCCESS,1
4,False,40000,zstd,64,2,8,256,-1,13,16,1,268435456,-104311,0.1,SUCCESS,1
131072,False,200000,lz4,2,64,8,256,10,9,32,2,32768,-23038,0.1,SUCCESS,1
4096,False,200000,lz4,1,16,16,128,1,15,1,4,536870912,-127841,0.1,SUCCESS,1
16,False,280000,snappy,16,1024,36,1,4,12,4,8,268435456,-114101,0.1,SUCCESS,1
4096,False,40000,snappy,2,0,32,8,-1,7,128,1,1073741824,-130031,0.1,SUCCESS,1
256,False,400000,zstd,1,2,32,-1,5,15,64,1,1073741824,-132443,0.1,SUCCESS,1
1024,False,200000,snappy,1,20,36,16,8,14,2,16,268435456,-133781,0.1,SUCCESS,1
1024,False,200000,snappy,2,0,1024,8,10,8,4,1,1073741824,-136521,0.1,SUCCESS,1
256,False,400000,zstd,2,512,8,128,8,12,8,2,268435456,-118476,0.1,SUCCESS,1
32,False,80000,zstd,1,64,64,1,2,11,1,1,134217728,-90439,0.1,SUCCESS,1
4096,False,200000,zstd,2,128,36,2,-1,6,4,2,268435456,-105746,0.1,SUCCESS,1
256,False,0,snappy,2,0,16,64,4,14,32,1,1073741824,-132134,0.1,SUCCESS,1
1024,False,400000,snappy,2,1024,256,8,-1,15,64,2,1073741824,-131855,0.1,SUCCESS,1
32768,False,120000,lz4,2,512,128,8,-1,12,4,2,268435456,-104065,0.1,SUCCESS,1
1024,False,160000,snappy,32,256,1024,2,8,13,128,1,268435456,-117003,0.1,SUCCESS,1
256,False,360000,zstd,2,1024,32,-1,9,7,128,2,268435456,-118863,0.1,SUCCESS,1
16,False,400000,zstd,16,2,32,2,6,15,128,8,1073741824,-111831,0.1,SUCCESS,1
4096,False,200000,snappy,4,4,256,64,3,13,4,2,268435456,-116490,0.1,SUCCESS,1
4096,False,80000,snappy,1,32,128,256,9,10,1,16,268435456,-128717,0.1,SUCCESS,1
256,False,160000,zstd,2,64,256,256,5,5,2,16,1073741824,-130496,0.1,SUCCESS,1
2048,False,120000,lz4,4,2,8,-1,0,15,16,1,536870912,-121013,0.1,SUCCESS,1
4096,False,0,zstd,16,32,16,1,10,11,8,8,536870912,-100958,0.1,SUCCESS,1
32768,False,400000,snappy,1,2,32,8,5,15,128,4,536870912,-115295,0.1,SUCCESS,1
1024,False,400000,snappy,2,2,32,16,5,15,16,2,1073741824,-132232,0.1,SUCCESS,1
4096,False,400000,snappy,128,256,1,4,10,15,1,1,67108864,-81548,0.1,SUCCESS,1
256,False,0,zstd,128,16,64,16,2,6,1,2,536870912,-120677,0.1,SUCCESS,1
64,False,400000,zstd,2,1024,128,-1,-1,15,64,16,1073741824,-131532,0.1,SUCCESS,1
512,False,120000,lz4,1,0,1,8,3,15,1,1,1073741824,-133586,0.1,SUCCESS,1
16384,True,280000,lz4,128,0,1024,4,1,10,4,8,4,-11175,0.1,SUCCESS,1
2048,False,160000,snappy,2,8,1,8,9,8,4,1,134217728,-118196,0.1,SUCCESS,1
1024,False,0,snappy,1,1,1024,8,10,6,4,1,1073741824,-132232,0.1,SUCCESS,1
4096,False,200000,snappy,4,1024,16,16,9,5,2,2,268435456,-114685,0.1,SUCCESS,1
16384,False,120000,snappy,16,20,8,64,2,12,1,1,268435456,-95898,0.1,SUCCESS,1
256,False,0,lz4,1,4,4,128,0,11,32,32,67108864,-78555,0.1,SUCCESS,1
16384,False,40000,zstd,1,64,32,-1,7,12,64,2,268435456,-89977,0.1,SUCCESS,1
256,False,280000,snappy,2,8,1,8,3,13,128,2,1073741824,-130638,0.1,SUCCESS,1
32768,False,280000,lz4,128,1,36,128,10,12,16,16,1,-9659,0.1,SUCCESS,1
1024,False,400000,snappy,4,2,16,-1,-1,5,64,2,1073741824,-113956,0.1,SUCCESS,1
512,False,400000,lz4,1,512,32,256,5,7,128,32,1073741824,-129318,0.1,SUCCESS,1
16384,False,400000,lz4,2,256,1024,-1,3,9,1,2,134217728,-104453,0.1,SUCCESS,1
1024,False,400000,zstd,2,2,32,8,-1,5,8,1,268435456,-112918,0.1,SUCCESS,1
4096,False,200000,snappy,1,512,1,4,5,10,1,16,268435456,-124276,0.1,SUCCESS,1
131072,False,40000,zstd,1,32,1,32,-1,11,8,8,1073741824,-43175,0.1,SUCCESS,1
8192,False,280000,zstd,4,256,2,16,0,7,64,2,268435456,-88321,0.1,SUCCESS,1
1024,False,200000,snappy,1,2,1024,32,10,6,1,1,268435456,-127913,0.1,SUCCESS,1
2048,False,80000,snappy,1,16,1024,32,6,14,32,32,1073741824,-131428,0.1,SUCCESS,1
1,False,80000,zstd,16,20,2,-1,7,5,64,8,1073741824,-114820,0.1,SUCCESS,1
512,False,0,zstd,1,16,32,8,10,8,4,1,1073741824,-130462,0.1,SUCCESS,1
256,False,120000,lz4,4,2,64,64,9,14,16,1,536870912,-115286,0.1,SUCCESS,1
8192,False,280000,lz4,1,128,16,128,4,15,2,1,134217728,-119593,0.1,SUCCESS,1
