block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
4,False,400000,zstd,256,2,8,256,3,3,64,2,134217728,-105790,0.1,SUCCESS,1
2048,False,200000,zstd,1,20,512,32,6,10,4,2,134217728,-104749,0.1,SUCCESS,1
8,False,400000,zstd,256,4,8,256,3,3,32,4,134217728,-105621,0.1,SUCCESS,1
8,False,400000,zstd,128,1024,36,256,8,8,32,2,134217728,-105662,0.1,SUCCESS,1
256,False,240000,snappy,64,0,256,8,4,0,16,2,67108864,-104343,0.1,SUCCESS,1
32,False,400000,snappy,8,64,64,128,0,6,4,16,33554432,-101284,0.1,SUCCESS,1
8,False,400000,zstd,256,0,8,256,3,3,32,2,134217728,-106252,0.1,SUCCESS,1
4,False,360000,zstd,2,512,36,64,7,4,64,1,134217728,-101643,0.1,SUCCESS,1
128,False,400000,snappy,64,0,1,1,8,0,4,8,33554432,-102559,0.1,SUCCESS,1
128,True,40000,snappy,2,64,1024,16,4,1,8,1,2097152,-4312,0.1,SUCCESS,1
8,False,240000,zstd,256,2,8,256,3,3,128,2,134217728,-107776,0.1,SUCCESS,1
8,False,80000,zstd,16,0,256,256,4,6,128,1,134217728,-100256,0.1,SUCCESS,1
128,False,40000,zstd,4,512,36,4,1,0,16,2,1048576,-36507,0.1,SUCCESS,1
1,False,400000,zstd,4,128,4,2,2,10,8,2,67108864,-102534,0.1,SUCCESS,1
256,False,0,zstd,256,2,1,-1,10,8,128,2,134217728,-107610,0.1,SUCCESS,1
64,False,160000,zstd,256,1024,4,-1,8,5,8,2,134217728,-107091,0.1,SUCCESS,1
128,False,320000,zstd,8,2,256,8,6,3,8,4,134217728,-100019,0.1,SUCCESS,1
8,False,120000,snappy,256,2,2,256,1,7,128,2,134217728,-104935,0.1,SUCCESS,1
512,False,320000,snappy,1,16,256,16,10,4,16,2,134217728,-107113,0.1,SUCCESS,1
65536,False,200000,lz4,128,20,64,64,0,7,4,1,64,-15625,0.1,SUCCESS,1
8,False,320000,zstd,128,2,1024,1,9,6,32,2,134217728,-106249,0.1,SUCCESS,1
131072,False,120000,snappy,1,8,2,64,8,7,8,16,1048576,-52922,0.1,SUCCESS,1
256,False,160000,zstd,256,1,36,64,5,1,128,16,134217728,-96545,0.1,SUCCESS,1
256,False,120000,zstd,256,512,2,-1,9,7,8,2,1073741824,-93499,0.1,SUCCESS,1
2048,True,0,lz4,32,4,1024,1,11,10,64,1,256,-4574,0.1,SUCCESS,1
512,False,360000,lz4,2,8,16,8,10,7,128,2,134217728,-106289,0.1,SUCCESS,1
8,False,280000,zstd,256,2,8,1,0,2,16,2,134217728,-105126,0.1,SUCCESS,1
128,False,200000,zstd,1,64,32,256,-1,8,4,32,33554432,-63678,0.1,SUCCESS,1
64,False,40000,zstd,8,1,2,-1,7,5,16,2,134217728,-102966,0.1,SUCCESS,1
1,False,360000,snappy,128,1024,256,4,6,10,4,32,67108864,-104243,0.1,SUCCESS,1
8,False,120000,zstd,256,128,16,128,0,4,16,4,134217728,-105471,0.1,SUCCESS,1
256,False,0,zstd,256,2,1,4,10,8,128,2,134217728,-106226,0.1,SUCCESS,1
4,False,160000,zstd,256,1,8,-1,6,8,16,2,134217728,-107625,0.1,SUCCESS,1
256,False,200000,zstd,1,1024,1024,4,-1,5,16,1,134217728,-101256,0.1,SUCCESS,1
4,False,120000,snappy,32,128,8,4,10,8,16,2,134217728,-103953,0.1,SUCCESS,1
1024,False,40000,snappy,4,8,256,16,5,9,2,4,67108864,-103841,0.1,SUCCESS,1
8192,False,320000,lz4,2,64,4,2,10,6,16,2,134217728,-104087,0.1,SUCCESS,1
32,False,240000,lz4,1,0,4,256,9,9,128,1,8388608,-9203,0.1,SUCCESS,1
512,False,320000,zstd,1,16,256,32,10,4,16,2,134217728,-106339,0.1,SUCCESS,1
8,False,400000,zstd,256,4,2,256,3,0,128,2,134217728,-106935,0.1,SUCCESS,1
32,False,200000,zstd,1,256,36,16,7,2,64,2,134217728,-105743,0.1,SUCCESS,1
512,False,320000,snappy,4,4,256,16,10,4,32,2,134217728,-102828,0.1,SUCCESS,1
256,False,200000,snappy,4,0,2,256,10,7,8,1,134217728,-87374,0.1,SUCCESS,1
256,False,0,lz4,256,1,8,-1,5,0,4,8,134217728,-103883,0.1,SUCCESS,1
32,False,320000,lz4,16,20,4,256,7,3,16,1,134217728,-101530,0.1,SUCCESS,1
1,False,200000,lz4,2,2,2,-1,10,9,128,16,4,-2021,0.1,SUCCESS,1
128,False,200000,lz4,8,0,32,16,7,7,4,16,134217728,-103482,0.1,SUCCESS,1
4,False,240000,zstd,16,0,2,-1,5,5,16,1,134217728,-99099,0.1,SUCCESS,1
8192,False,400000,snappy,16,8,32,256,7,7,2,1,16777216,-76590,0.1,SUCCESS,1
512,False,40000,zstd,2,512,16,256,8,4,16,2,134217728,-107480,0.1,SUCCESS,1
512,False,40000,zstd,1,512,16,256,8,4,16,2,134217728,-107469,0.1,SUCCESS,1
8,False,160000,zstd,256,4,8,256,3,3,128,2,134217728,-106310,0.1,SUCCESS,1
256,False,40000,lz4,4,8,4,16,7,4,32,2,134217728,-104247,0.1,SUCCESS,1
1024,False,360000,zstd,256,4,1,256,3,8,32,2,134217728,-102713,0.1,SUCCESS,1
512,False,120000,zstd,2,512,8,256,6,3,32,8,67108864,-102541,0.1,SUCCESS,1
4,False,160000,zstd,256,0,8,-1,6,8,16,2,134217728,-106049,0.1,SUCCESS,1
512,False,40000,zstd,16,512,16,32,10,8,8,4,134217728,-102669,0.1,SUCCESS,1
16,False,280000,zstd,16,1,1,64,9,13,4,2,134217728,-88846,0.1,SUCCESS,1
524288,False,200000,lz4,2,512,1,1,11,6,4,16,33554432,-57971,0.1,SUCCESS,1
65536,True,240000,snappy,32,0,36,256,0,10,16,32,16,-28035,0.1,SUCCESS,1
512,False,240000,snappy,64,2,1024,8,6,5,8,8,131072,-37040,0.1,SUCCESS,1
256,False,120000,zstd,256,2,4,-1,11,8,128,2,134217728,-106394,0.1,SUCCESS,1
32768,False,400000,lz4,16,256,16,32,10,7,4,16,32768,-36077,0.1,SUCCESS,1
256,False,160000,zstd,8,16,2,32,4,3,4,32,67108864,-82973,0.1,SUCCESS,1
32,False,240000,zstd,16,64,1024,256,9,4,32,4,134217728,-103387,0.1,SUCCESS,1
4096,False,320000,lz4,2,512,32,256,-1,1,16,2,134217728,-103328,0.1,SUCCESS,1
1024,False,0,lz4,1,256,1024,16,11,1,2,2,1073741824,-94605,0.1,SUCCESS,1
1024,False,40000,zstd,1,1024,256,256,9,10,8,2,134217728,-106970,0.1,SUCCESS,1
8,False,360000,snappy,1,8,16,256,10,6,16,2,134217728,-106419,0.1,SUCCESS,1
256,False,360000,snappy,64,0,256,8,2,4,1,32,134217728,-102365,0.1,SUCCESS,1
128,False,240000,snappy,128,512,2,8,11,4,4,32,33554432,-102180,0.1,SUCCESS,1
131072,True,80000,zstd,8,16,32,8,3,7,32,16,512,-15626,0.1,SUCCESS,1
4096,False,400000,zstd,1,32,256,16,10,2,8,2,134217728,-102380,0.1,SUCCESS,1
512,False,320000,snappy,32,16,4,-1,1,6,4,32,67108864,-105896,0.1,SUCCESS,1
8192,False,280000,zstd,256,0,32,128,1,3,64,2,67108864,-88570,0.1,SUCCESS,1
1,False,80000,zstd,16,2,2,256,5,4,8,4,134217728,-101163,0.1,SUCCESS,1
512,False,160000,zstd,2,512,16,64,8,4,16,2,134217728,-106946,0.1,SUCCESS,1
256,False,320000,lz4,1,2,64,2,1,5,128,2,134217728,-105872,0.1,SUCCESS,1
4,False,320000,zstd,2,2,1024,16,8,5,16,2,134217728,-57336,0.1,SUCCESS,1
64,False,0,zstd,256,2,1,-1,11,8,16,2,134217728,-105816,0.1,SUCCESS,1
4,False,40000,zstd,256,8,512,32,10,8,8,2,134217728,-107053,0.1,SUCCESS,1
512,False,200000,zstd,128,4,4,-1,9,10,8,2,134217728,-104902,0.1,SUCCESS,1
256,False,320000,snappy,2,4,16,32,10,1,4,8,33554432,-107137,0.1,SUCCESS,1
256,False,320000,snappy,8,0,4,8,9,0,8,16,134217728,-100486,0.1,SUCCESS,1
8,False,320000,zstd,2,8,36,2,2,1,16,2,134217728,-104992,0.1,SUCCESS,1
256,False,360000,snappy,1,1,36,-1,11,6,16,8,33554432,-82096,0.1,SUCCESS,1
512,False,320000,snappy,4,0,1024,16,7,6,4,2,67108864,-95823,0.1,SUCCESS,1
256,False,280000,lz4,128,0,32,8,2,3,16,1,134217728,-102305,0.1,SUCCESS,1
4,False,40000,zstd,256,2,512,32,10,3,16,2,134217728,-106502,0.1,SUCCESS,1
128,False,160000,zstd,4,1024,1024,16,-1,4,8,2,67108864,-100027,0.1,SUCCESS,1
16,False,0,lz4,128,1024,16,4,11,0,4,8,67108864,-105320,0.1,SUCCESS,1
512,False,360000,snappy,16,1,4,8,4,7,32,32,67108864,-89945,0.1,SUCCESS,1
256,False,240000,lz4,256,8,64,1,11,6,4,8,33554432,-102076,0.1,SUCCESS,1
256,False,400000,snappy,2,4,16,32,10,1,4,8,33554432,-107559,0.1,SUCCESS,1
8,False,240000,zstd,256,2,8,256,3,1,128,1,134217728,-103147,0.1,SUCCESS,1
1024,False,40000,snappy,128,32,36,8,4,7,1,1,134217728,-101815,0.1,SUCCESS,1
128,False,0,zstd,1,64,512,256,9,13,128,2,134217728,-104111,0.1,SUCCESS,1
4,False,320000,zstd,16,2,36,64,10,7,64,2,134217728,-103379,0.1,SUCCESS,1
512,False,240000,snappy,256,4,1024,-1,11,3,8,2,67108864,-105571,0.1,SUCCESS,1
4,False,120000,zstd,256,2,1024,1,8,4,128,2,134217728,-106288,0.1,SUCCESS,1
8,True,160000,snappy,32,0,512,1,2,4,4,32,16384,-2548,0.1,SUCCESS,1
512,False,400000,lz4,2,2,16,128,0,15,16,2,67108864,-90522,0.1,SUCCESS,1
256,False,280000,lz4,2,64,2,16,11,0,2,8,16777216,-93096,0.1,SUCCESS,1
512,False,200000,lz4,8,0,64,128,9,14,4,32,67108864,-105467,0.1,SUCCESS,1
16,False,240000,zstd,64,0,8,256,3,3,128,1,134217728,-101463,0.1,SUCCESS,1
4,False,160000,zstd,256,0,8,-1,10,8,16,2,134217728,-107060,0.1,SUCCESS,1
4,False,160000,lz4,128,20,4,64,0,3,16,1,134217728,-103312,0.1,SUCCESS,1
256,False,360000,lz4,8,1,256,128,9,0,4,4,67108864,-103919,0.1,SUCCESS,1
256,False,400000,snappy,2,4,8,32,10,1,4,8,33554432,-107656,0.1,SUCCESS,1
64,False,400000,snappy,1,4,8,32,10,1,4,8,33554432,-81674,0.1,SUCCESS,1
256,False,320000,snappy,2,1,16,32,10,1,4,8,33554432,-80307,0.1,SUCCESS,1
1,False,400000,lz4,128,0,512,256,11,5,1,2,134217728,-102714,0.1,SUCCESS,1
128,False,120000,snappy,2,256,16,1,0,2,4,8,33554432,-106456,0.1,SUCCESS,1
8,False,400000,lz4,32,0,64,8,11,4,1,1,134217728,-100643,0.1,SUCCESS,1
16,False,320000,snappy,8,0,32,4,4,2,16,1,67108864,-90986,0.1,SUCCESS,1
256,False,40000,snappy,2,4,4,128,11,10,4,8,33554432,-105546,0.1,SUCCESS,1
4,False,160000,zstd,256,1,8,-1,6,8,16,8,134217728,-100855,0.1,SUCCESS,1
8,False,160000,lz4,64,20,16,8,5,0,8,1,134217728,-101699,0.1,SUCCESS,1
256,False,120000,lz4,2,4,16,32,9,4,8,1,33554432,-70328,0.1,SUCCESS,1
16,False,80000,zstd,256,2,512,4,2,4,8,2,134217728,-105894,0.1,SUCCESS,1
256,False,400000,snappy,2,4,1,32,10,1,4,8,33554432,-106975,0.1,SUCCESS,1
